5.25988, 0.02206
5.29064, 0.01549
5.32140, 0.01056
5.35216, 0.01056
5.38292, 0.01056
5.41368, 0.01056
5.44445, 0.01425
5.46367, 0.02041
5.52135, 0.03191
5.55083, 0.03793
5.58287, 0.04259
5.61363, 0.05285
5.66106, 0.06859
5.69054, 0.07461
5.72130, 0.07790
5.75206, 0.07626
5.80204, 0.07954
5.85203, 0.09227
5.88279, 0.09925
5.90971, 0.10253
5.93662, 0.10746
5.97123, 0.12772
5.99430, 0.14250
6.01737, 0.15509
6.04044, 0.16823
6.06351, 0.18301
6.08274, 0.19779
6.09812, 0.21176
6.10966, 0.23229
6.11735, 0.25035
6.12504, 0.27170
6.13273, 0.29141
6.14042, 0.31441
6.14811, 0.35054
6.14811, 0.33904
6.15580, 0.38010
6.15580, 0.36861
6.16349, 0.40967
6.16349, 0.39817
6.17118, 0.44252
6.17118, 0.42938
6.17887, 0.46879
6.17887, 0.45730
6.18656, 0.49836
6.18656, 0.48522
6.19809, 0.53285
6.19425, 0.51478
6.21348, 0.55050
6.23655, 0.54270
6.24424, 0.52546
6.25193, 0.50903
6.25962, 0.49261
6.26731, 0.47618
6.27500, 0.45976
6.28269, 0.44087
6.29038, 0.42116
6.29807, 0.40145
6.30191, 0.38667
6.30960, 0.37353
6.31729, 0.35300
6.32498, 0.34069
6.33652, 0.32098
6.35190, 0.29798
6.36728, 0.28074
6.38266, 0.26596
6.39804, 0.24871
6.41342, 0.23557
6.42880, 0.22325
6.44034, 0.21422
6.55954, 0.16495
6.59030, 0.16823
6.60953, 0.17480
6.72872, 0.19123
6.76077, 0.19670
6.79794, 0.20272
6.82870, 0.21011
6.85561, 0.22079
6.87484, 0.23557
6.89791, 0.24871
6.92483, 0.25090
6.94790, 0.23667
6.97097, 0.22079
6.99789, 0.21258
7.06325, 0.23886
7.20937, 0.30948
7.22859, 0.32098
7.27474, 0.36286
7.29012, 0.37600
7.38240, 0.46797
7.39778, 0.48440
7.41316, 0.50164
7.42854, 0.52464
7.44008, 0.53942
7.44777, 0.55420
7.50160, 0.64618
7.50929, 0.65767
7.51698, 0.67081
7.52467, 0.68231
7.55159, 0.73322
7.56697, 0.75129
7.57850, 0.76607
7.59645, 0.77866
7.62464, 0.77812
7.64002, 0.78578
7.67848, 0.78195
7.70155, 0.76771
7.72846, 0.75334
7.75922, 0.74554
7.78870, 0.73651
7.82075, 0.72501
7.84382, 0.71516
7.90919, 0.67081
7.95148, 0.62647
7.96686, 0.61333
7.98224, 0.59608
7.99762, 0.57966
8.01300, 0.56323
8.10913, 0.46332
8.13220, 0.45018
8.15912, 0.43677
8.18988, 0.43102
8.22192, 0.42554
8.25140, 0.42445
8.28216, 0.42445
8.37445, 0.42773
8.40521, 0.43020
8.43597, 0.43964
8.46673, 0.45155
8.49365, 0.46496
8.52056, 0.47865
8.58593, 0.49781
8.69744, 0.41295
8.71282, 0.39735
8.72436, 0.38503
8.73974, 0.36861
8.81279, 0.30291
8.83202, 0.28813
8.85509, 0.27499
8.87816, 0.26130
8.90508, 0.24789
8.93584, 0.23680
8.96660, 0.22736
8.99736, 0.21956
9.02812, 0.21217
9.05888, 0.20601
9.08965, 0.20190
9.12041, 0.19779
9.15886, 0.19451
9.21269, 0.19779
9.23576, 0.19779
9.28959, 0.19451
9.31907, 0.19342
9.35240, 0.19342
9.38188, 0.19451
9.41264, 0.19369
9.44340, 0.18958
9.47031, 0.18794
9.50492, 0.19123
9.53568, 0.19944
9.56644, 0.21422
9.58951, 0.22982
9.60489, 0.24789
9.62028, 0.26513
9.63566, 0.28238
9.65873, 0.29182
9.68949, 0.28320
9.71256, 0.27170
9.72794, 0.25856
9.74332, 0.24296
9.75870, 0.22818
9.78177, 0.21258
9.81253, 0.20190
9.84329, 0.19451
9.87534, 0.19232
9.90482, 0.19123
9.93558, 0.19123
9.96634, 0.19123
9.99710, 0.19451
10.02786, 0.19451
10.05862, 0.19205
10.08938, 0.19040
10.12014, 0.18794
10.15091, 0.18794
10.18167, 0.18794
10.21243, 0.18794
10.24447, 0.18575
10.27395, 0.18548
10.30471, 0.18794
10.33547, 0.19123
10.36495, 0.19232
10.39700, 0.19451
10.43545, 0.19779
10.46621, 0.20190
10.49697, 0.20765
10.52773, 0.21381
10.55849, 0.22079
10.58925, 0.22777
10.62001, 0.23639
10.65077, 0.24296
10.68154, 0.24789
10.71230, 0.25199
10.74306, 0.25856
10.77382, 0.26513
10.80458, 0.27088
10.83534, 0.27786
10.86610, 0.28772
10.89302, 0.29908
10.91224, 0.31441
10.93147, 0.32919
10.95070, 0.34397
10.96608, 0.35711
10.98146, 0.37025
10.99684, 0.38339
11.01222, 0.39653
11.03144, 0.41131
11.05067, 0.42609
11.06605, 0.43923
11.07759, 0.45155
11.08784, 0.47591
11.09681, 0.49918
11.10450, 0.51642
11.11219, 0.53531
11.11988, 0.55256
11.12757, 0.57145
11.13142, 0.58376
11.13911, 0.59937
11.14680, 0.62811
11.15449, 0.65931
11.20832, 0.87776
11.21601, 0.89254
11.22370, 0.90568
11.23139, 0.92046
11.23908, 0.93360
11.25831, 0.94838
11.25831, 0.96316
11.27753, 0.93524
11.28522, 0.92210
11.29291, 0.90568
11.30060, 0.89090
11.30830, 0.87776
11.31599, 0.86133
11.32368, 0.84327
11.33137, 0.82684
11.33906, 0.80713
11.34675, 0.78742
11.35444, 0.76689
11.36213, 0.74718
11.36982, 0.72748
11.37751, 0.71023
11.38520, 0.69134
11.39289, 0.67902
11.40058, 0.66178
11.40827, 0.64946
11.41596, 0.63304
11.42365, 0.61990
11.43134, 0.60347
11.43903, 0.59033
11.45057, 0.57062
11.46595, 0.55174
11.48133, 0.53367
11.49671, 0.51478
11.51209, 0.49836
11.53131, 0.48412
11.55054, 0.46879
11.56592, 0.45812
11.58515, 0.44471
11.60822, 0.43047
11.63513, 0.41542
11.66589, 0.40433
11.69665, 0.39571
11.72742, 0.39160
11.75818, 0.38832
11.78894, 0.38832
11.81970, 0.38832
11.85046, 0.39242
11.88122, 0.39653
11.91198, 0.40474
11.94274, 0.41254
11.97222, 0.41569
12.00427, 0.41788
12.03503, 0.41788
12.07348, 0.41459
12.11193, 0.41131
12.14269, 0.41377
12.17345, 0.42199
12.19268, 0.42938
12.20037, 0.44087
12.20806, 0.45237
12.21575, 0.46387
12.22344, 0.47536
12.23113, 0.48686
12.23882, 0.49836
12.25036, 0.51478
12.27215, 0.52409
12.30419, 0.52751
12.32726, 0.51807
12.34264, 0.50411
12.35802, 0.48850
12.37340, 0.47372
12.45030, 0.47126
12.48106, 0.47783
12.51183, 0.48522
12.54259, 0.49302
12.57335, 0.50164
12.60411, 0.51478
12.63487, 0.52792
12.66563, 0.53819
12.69639, 0.54558
12.72331, 0.54927
12.75407, 0.54873
12.77714, 0.53668
12.80021, 0.52546
12.81944, 0.50903
12.83482, 0.49425
12.85020, 0.47783
12.86558, 0.46140
12.88096, 0.44826
12.89634, 0.43595
12.91172, 0.42527
12.93095, 0.41076
12.95402, 0.39926
12.98093, 0.38667
13.01170, 0.37764
13.04246, 0.37435
13.07322, 0.37189
13.10013, 0.37189
13.13474, 0.37189
